ID	A-coref	B-coref
test-139	True	False
test-140	False	False
test-141	False	True
test-142	False	False
test-143	True	False
test-144	True	False
test-145	True	False
test-146	False	False
test-147	True	False
test-148	True	False
test-149	True	False
test-150	True	False
test-151	True	False
test-152	True	False
test-153	True	True
test-154	False	True
test-155	False	False
test-156	True	False
test-157	False	True
test-158	False	False
test-159	False	False
test-160	False	True
test-161	True	False
test-162	True	False
test-163	True	False
test-164	False	True
test-165	True	False
test-166	False	False
test-167	True	False
test-168	True	False
test-169	True	False
test-170	False	True
test-171	False	False
test-172	False	True
test-173	True	False
test-174	False	True
test-175	True	False
test-176	True	False
test-177	True	False
test-178	False	True
test-179	False	False
test-180	True	False
test-181	False	True
test-182	False	False
test-183	False	False
test-184	True	False
test-185	False	True
test-186	False	False
test-187	True	True
test-188	False	False
test-189	True	True
test-190	False	True
test-191	False	False
test-192	False	True
test-193	True	False
test-194	False	True
test-195	False	True
test-196	False	True
test-197	True	True
test-198	True	False
test-199	True	False
test-200	True	False
test-201	True	False
test-202	True	False
test-203	False	True
test-204	False	False
test-205	True	False
test-206	False	True
test-207	True	False
test-208	True	False
test-209	False	True
test-210	True	False
test-211	True	False
test-212	True	False
test-213	False	True
test-214	False	True
test-215	True	False
test-216	True	False
test-217	False	True
test-218	True	False
test-219	True	True
test-220	True	False
test-221	True	False
test-222	True	False
test-223	False	True
test-224	False	True
test-225	True	False
test-226	False	True
test-227	False	True
test-228	True	False
test-229	False	True
test-230	False	True
test-231	False	False
test-232	False	True
test-233	False	True
test-234	False	True
test-235	False	True
test-236	True	False
test-237	False	False
test-238	True	False
test-239	False	True
test-240	False	True
test-241	True	True
test-242	False	False
test-243	True	False
test-244	True	False
test-245	False	True
test-246	False	True
test-247	False	True
test-248	False	True
test-249	True	True
test-250	False	True
test-251	False	True
test-252	True	False
test-253	True	False
test-254	False	True
test-255	True	False
test-256	False	True
test-257	True	True
test-258	False	False
test-259	False	True
test-260	False	True
test-261	False	True
test-262	False	False
test-263	False	True
test-264	False	True
test-265	False	True
test-266	False	True
test-267	False	True
test-268	False	True
test-269	True	False
test-270	False	False
test-271	False	True
test-272	True	True
test-273	True	False
test-274	False	True
test-275	False	False
test-276	False	True
test-277	True	True
test-278	True	False
test-279	True	True
test-280	False	True
test-281	False	True
test-282	False	False
test-283	False	True
test-284	False	True
test-285	False	True
test-286	True	False
test-287	True	False
test-288	False	True
test-289	True	True
test-290	True	True
test-291	True	False
test-292	True	False
test-293	False	True
test-294	True	False
test-295	False	False
test-296	True	False
test-297	False	False
test-298	False	False
test-299	True	False
test-300	False	True
test-301	False	False
test-302	False	True
test-303	True	False
test-304	False	False
test-305	False	True
test-306	True	False
test-307	True	False
test-308	True	True
test-309	False	False
test-310	False	False
test-311	False	True
test-312	False	False
test-313	True	False
test-314	False	True
test-315	True	False
test-316	False	True
test-317	False	True
test-318	True	False
test-319	False	False
test-320	False	True
test-321	False	True
test-322	False	True
test-323	False	False
test-324	True	True
test-325	True	False
test-326	False	False
test-327	False	True
test-328	False	False
test-329	False	True
test-330	False	True
test-331	False	True
test-332	False	True
test-333	True	False
test-334	True	False
test-335	False	True
test-336	True	False
test-337	False	True
test-338	False	True
test-339	True	False
test-340	False	True
test-341	False	True
test-342	True	False
test-343	False	False
test-344	True	False
test-345	True	True
test-346	True	True
test-347	True	False
test-348	False	True
test-349	False	True
test-350	False	True
test-351	False	False
test-352	False	True
test-353	True	False
test-354	True	True
test-355	False	True
test-356	True	False
test-357	False	True
test-358	False	True
test-359	False	False
test-360	True	False
test-361	False	False
test-362	False	True
test-363	True	False
test-364	True	False
test-365	False	False
test-366	False	False
test-367	False	False
test-368	True	False
test-369	True	False
test-370	True	False
test-371	False	True
test-372	False	True
test-373	True	False
test-374	True	False
test-375	True	False
test-376	True	False
test-377	True	False
test-378	False	False
test-379	False	True
test-380	True	False
test-381	True	False
test-382	True	False
test-383	False	False
test-384	False	True
test-385	False	False
test-386	True	False
test-387	True	False
test-388	False	True
test-389	True	False
test-390	False	False
test-391	True	False
test-392	True	False
test-393	False	True
test-394	True	False
test-395	True	True
test-396	False	True
test-397	False	True
test-398	False	False
test-399	True	False
test-400	True	True
test-401	True	False
test-402	True	False
test-403	True	False
test-404	True	True
test-405	False	True
test-406	False	False
test-407	True	True
test-408	False	True
test-409	True	False
test-410	False	True
test-411	True	False
test-412	False	True
test-413	True	False
test-414	True	False
test-415	True	False
test-416	True	False
test-417	False	True
test-418	True	False
test-419	False	True
test-420	True	False
test-421	False	True
test-422	True	False
test-423	False	False
test-424	False	True
test-425	False	True
test-426	False	True
test-427	False	True
test-428	True	False
test-429	False	False
test-430	False	True
test-431	True	False
test-432	False	False
test-433	True	False
test-434	False	True
test-435	False	True
test-436	True	False
test-437	True	False
test-438	False	False
test-439	False	False
test-440	False	True
test-441	True	False
test-442	True	False
test-443	False	False
test-444	False	True
test-445	False	True
test-446	False	True
test-447	False	True
test-448	False	True
test-449	False	True
test-450	False	True
test-451	True	False
test-452	False	False
test-453	True	False
test-454	True	True
test-455	False	True
test-456	True	False
test-457	False	True
test-458	True	False
test-459	False	True
test-460	False	True
test-461	True	False
test-462	False	True
test-463	True	False
test-464	False	False
test-465	False	True
test-466	True	False
test-467	False	True
test-468	True	False
test-469	True	False
test-470	False	True
test-471	False	True
test-472	False	True
test-473	True	False
test-474	True	False
test-475	True	True
test-476	False	True
test-477	False	True
test-478	True	False
test-479	True	False
test-480	False	False
test-481	True	False
test-482	True	False
test-483	False	False
test-484	False	False
test-485	False	True
test-486	False	False
test-487	False	True
test-488	False	True
test-489	True	True
test-490	True	False
test-491	True	False
test-492	True	False
test-493	False	True
test-494	True	False
test-495	False	True
test-496	False	False
test-497	True	False
test-498	True	True
test-499	False	False
test-500	True	False
test-501	False	False
test-502	False	True
test-503	False	True
test-504	False	True
test-505	True	False
test-506	False	True
test-507	True	False
test-508	True	False
test-509	False	True
test-510	False	False
test-511	True	False
test-512	False	True
test-513	False	False
test-514	False	False
test-515	False	False
test-516	False	False
test-517	True	False
test-518	True	False
test-519	True	False
test-520	False	True
test-521	False	False
test-522	True	True
test-523	False	True
test-524	False	True
test-525	True	False
test-526	True	False
test-527	False	False
test-528	False	True
test-529	True	True
test-530	False	False
test-531	False	False
test-532	True	False
test-533	True	False
test-534	True	False
test-535	False	False
test-536	True	True
test-537	True	False
test-538	False	False
test-539	False	True
test-540	True	False
test-541	False	False
test-542	False	False
test-543	True	False
test-544	False	False
test-545	True	False
test-546	False	False
test-547	False	False
test-548	False	True
test-549	True	True
test-550	False	True
test-551	True	False
test-552	False	False
test-553	False	False
test-554	False	True
test-555	True	False
test-556	False	False
test-557	False	False
test-558	False	True
test-559	False	True
test-560	False	True
test-561	True	False
test-562	True	False
test-563	False	True
test-564	False	True
test-565	False	True
test-566	True	False
test-567	False	False
test-568	True	False
test-569	False	True
test-570	False	True
test-571	False	False
test-572	False	False
test-573	True	False
test-574	False	True
test-575	False	True
test-576	True	False
test-577	False	True
test-578	True	False
test-579	False	True
test-580	True	True
test-581	False	True
test-582	True	False
test-583	False	False
test-584	True	False
test-585	True	True
test-586	False	False
test-587	True	False
test-588	False	False
test-589	False	True
test-590	True	True
test-591	False	False
test-592	False	False
test-593	True	False
test-594	False	True
test-595	False	True
test-596	True	False
test-597	False	True
test-598	True	False
test-599	False	False
test-600	True	False
test-601	True	True
test-602	True	False
test-603	False	True
test-604	True	False
test-605	False	True
test-606	False	True
test-607	True	False
test-608	False	False
test-609	False	False
test-610	True	False
test-611	False	True
test-612	False	False
test-613	False	True
test-614	False	True
test-615	False	False
test-616	False	False
test-617	True	False
test-618	True	False
test-619	False	True
test-620	True	False
test-621	False	False
test-622	False	False
test-623	False	False
test-624	True	False
test-625	False	False
test-626	True	False
test-627	True	False
test-628	False	True
test-629	True	False
test-630	True	False
test-631	True	False
test-632	False	False
test-633	True	True
test-634	True	False
test-635	False	True
test-636	True	True
test-637	False	True
test-638	False	True
test-639	True	True
test-640	False	False
test-641	False	True
test-642	False	True
test-643	False	True
test-644	False	False
test-645	True	False
test-646	True	False
test-647	True	False
test-648	True	False
test-649	True	False
test-650	False	False
test-651	False	False
test-652	False	False
test-653	True	False
test-654	True	False
test-655	False	True
test-656	True	False
test-657	False	True
test-658	True	False
test-659	False	False
test-660	False	True
test-661	True	False
test-662	False	True
test-663	False	True
test-664	True	False
test-665	True	False
test-666	True	False
test-667	False	False
test-668	False	False
test-669	False	False
test-670	False	True
test-671	False	True
test-672	True	False
test-673	False	True
test-674	True	False
test-675	False	True
test-676	False	False
test-677	False	True
test-678	False	False
test-679	True	False
test-680	True	False
test-681	False	True
test-682	False	True
test-683	False	True
test-684	False	False
test-685	False	False
test-686	True	False
test-687	False	True
test-688	True	False
test-689	False	False
test-690	True	False
test-691	False	True
test-692	True	False
test-693	False	True
test-694	False	True
test-695	True	False
test-696	True	False
test-697	False	True
test-698	False	True
test-699	True	False
test-700	True	False
test-701	True	False
test-702	False	True
test-703	True	False
test-704	False	False
test-705	False	True
test-706	True	False
test-707	True	False
test-708	True	False
test-709	False	True
test-710	False	False
test-711	False	True
test-712	True	False
test-713	False	True
test-714	True	False
test-715	True	False
test-716	True	False
test-717	True	True
test-718	False	True
test-719	False	False
test-720	True	True
test-721	False	False
test-722	True	False
test-723	False	True
test-724	False	True
test-725	False	True
test-726	False	False
test-727	False	False
test-728	False	False
test-729	False	False
test-730	False	False
test-731	False	False
test-732	False	True
test-733	True	False
test-734	False	True
test-735	True	False
test-736	False	True
test-737	True	False
test-738	False	True
test-739	True	False
test-740	False	False
test-741	True	False
test-742	False	False
test-743	True	False
test-744	True	False
test-745	False	True
test-746	False	True
test-747	False	True
test-748	False	True
test-749	True	False
test-750	True	True
test-751	False	False
test-752	False	False
test-753	True	False
test-754	False	True
test-755	False	True
test-756	False	True
test-757	True	False
test-758	False	True
test-759	True	False
test-760	True	True
test-761	True	False
test-762	False	True
test-763	True	False
test-764	True	False
test-765	False	False
test-766	True	False
test-767	False	True
test-768	True	False
test-769	True	False
test-770	False	True
test-771	True	False
test-772	True	False
test-773	False	True
test-774	False	True
test-775	False	True
test-776	False	True
test-777	False	True
test-778	True	True
test-779	True	False
test-780	False	False
test-781	False	True
test-782	True	False
test-783	False	True
test-784	True	False
test-785	True	False
test-786	True	False
test-787	True	False
test-788	False	True
test-789	False	True
test-790	True	False
test-791	True	False
test-792	True	False
test-793	True	False
test-794	False	False
test-795	False	False
test-796	True	True
test-797	False	True
test-798	True	False
test-799	False	False
test-800	False	True
test-801	False	True
test-802	False	False
test-803	False	True
test-804	False	True
test-805	True	False
test-806	False	True
test-807	False	True
test-808	False	False
test-809	False	False
test-810	False	False
test-811	False	True
test-812	False	True
test-813	True	True
test-814	False	True
test-815	True	False
test-816	False	True
test-817	True	False
test-818	False	True
test-819	False	True
test-820	False	True
test-821	False	False
test-822	True	False
test-823	True	False
test-824	True	False
test-825	False	True
test-826	False	False
test-827	True	False
test-828	True	False
test-829	False	False
test-830	False	False
test-831	False	False
test-832	True	False
test-833	False	True
test-834	True	False
test-835	False	False
test-836	True	False
test-837	True	True
test-838	False	True
test-839	True	False
test-840	True	False
test-841	True	True
test-842	False	True
test-843	False	True
test-844	False	False
test-845	False	True
test-846	False	True
test-847	False	True
test-848	True	False
test-849	False	True
test-850	True	False
test-851	True	False
test-852	True	True
test-853	False	True
test-854	False	True
test-855	True	False
test-856	False	True
test-857	False	True
test-858	False	False
test-859	True	False
test-860	True	False
test-861	False	True
test-862	True	False
test-863	False	True
test-864	True	False
test-865	False	False
test-866	False	True
test-867	True	False
test-868	True	False
test-869	False	False
test-870	True	False
test-871	False	False
test-872	False	True
test-873	False	True
test-874	True	False
test-875	False	True
test-876	True	False
test-877	True	True
test-878	True	False
test-879	False	False
test-880	True	False
test-881	False	True
test-882	True	False
test-883	False	True
test-884	False	True
test-885	False	True
test-886	False	True
test-887	True	False
test-888	False	True
test-889	False	False
test-890	False	True
test-891	False	False
test-892	False	True
test-893	True	False
test-894	False	False
test-895	False	False
test-896	True	False
test-897	True	False
test-898	False	True
test-899	True	False
test-900	True	False
test-901	True	False
test-902	True	True
test-903	True	False
test-904	False	False
test-905	False	False
test-906	True	False
test-907	True	False
test-908	False	False
test-909	False	True
test-910	True	True
test-911	False	True
test-912	True	False
test-913	False	True
test-914	True	False
test-915	False	False
test-916	True	False
test-917	False	False
test-918	True	False
test-919	False	True
test-920	False	True
test-921	False	True
test-922	False	True
test-923	False	True
test-924	True	False
test-925	False	False
test-926	True	False
test-927	False	True
test-928	True	True
test-929	False	True
test-930	True	False
test-931	False	False
test-932	False	False
test-933	False	True
test-934	False	True
test-935	False	False
test-936	False	False
test-937	True	False
test-938	False	False
test-939	False	True
test-940	True	False
test-941	True	False
test-942	False	True
test-943	False	False
test-944	True	False
test-945	False	True
test-946	False	False
test-947	True	False
test-948	False	True
test-949	True	False
test-950	False	True
test-951	False	True
test-952	True	False
test-953	False	True
test-954	False	False
test-955	True	False
test-956	False	True
test-957	False	False
test-958	True	False
test-959	True	False
test-960	False	True
test-961	False	False
test-962	True	False
test-963	False	True
test-964	True	False
test-965	True	False
test-966	True	False
test-967	False	True
test-968	False	True
test-969	True	False
test-970	True	False
test-971	True	True
test-972	True	True
test-973	False	False
test-974	True	False
test-975	True	True
test-976	True	False
test-977	True	False
test-978	False	False
test-979	True	False
test-980	True	False
test-981	False	True
test-982	True	False
test-983	True	False
test-984	True	False
test-985	True	False
test-986	True	False
test-987	True	True
test-988	False	True
test-989	True	True
test-990	True	False
test-991	False	False
test-992	False	False
test-993	False	True
test-994	False	False
test-995	True	False
test-996	True	True
test-997	True	True
test-998	True	False
test-999	True	False
test-1000	False	True
test-1001	True	False
test-1002	False	False
test-1003	False	True
test-1004	False	True
test-1005	True	False
test-1006	False	True
test-1007	False	False
test-1008	False	True
test-1009	False	True
test-1010	True	False
test-1011	False	True
test-1012	True	False
test-1013	False	True
test-1014	True	False
test-1015	False	False
test-1016	False	True
test-1017	True	False
test-1018	True	False
test-1019	True	False
test-1020	False	False
test-1021	False	False
test-1022	False	True
test-1023	True	False
test-1024	False	True
test-1025	True	False
test-1026	False	True
test-1027	True	False
test-1028	True	False
test-1029	True	False
test-1030	True	False
test-1031	False	False
test-1032	True	False
test-1033	True	False
test-1034	True	False
test-1035	False	False
test-1036	False	True
test-1037	True	False
test-1038	False	True
test-1039	True	False
test-1040	True	False
test-1041	True	False
test-1042	False	False
test-1043	True	False
test-1044	False	False
test-1045	True	False
test-1046	False	False
test-1047	True	False
test-1048	True	True
test-1049	True	False
test-1050	False	False
test-1051	False	False
test-1052	True	False
test-1053	False	True
test-1054	True	False
test-1055	False	True
test-1056	False	False
test-1057	True	False
test-1058	True	False
test-1059	True	True
test-1060	True	False
test-1061	False	False
test-1062	True	False
test-1063	False	True
test-1064	False	True
test-1065	True	False
test-1066	True	False
test-1067	False	False
test-1068	True	True
test-1069	False	True
test-1070	False	True
test-1071	False	False
test-1072	True	False
test-1073	True	True
test-1074	False	True
test-1075	True	False
test-1076	False	True
test-1077	True	True
test-1078	False	True
test-1079	False	False
test-1080	False	True
test-1081	True	False
test-1082	True	False
test-1083	True	False
test-1084	False	True
test-1085	False	True
test-1086	True	False
test-1087	False	False
test-1088	False	True
test-1089	True	False
test-1090	True	False
test-1091	True	False
test-1092	True	False
test-1093	False	False
test-1094	False	True
test-1095	True	True
test-1096	True	False
test-1097	True	False
test-1098	False	True
test-1099	False	False
test-1100	False	True
test-1101	False	False
test-1102	True	True
test-1103	True	False
test-1104	False	False
test-1105	False	True
test-1106	False	True
test-1107	True	False
test-1108	False	True
test-1109	False	False
test-1110	True	False
test-1111	False	True
test-1112	True	False
test-1113	True	False
test-1114	True	False
test-1115	False	True
test-1116	False	False
test-1117	True	False
test-1118	False	True
test-1119	False	True
test-1120	False	False
test-1121	False	True
test-1122	False	True
test-1123	True	False
test-1124	True	False
test-1125	False	False
test-1126	False	True
test-1127	False	False
test-1128	False	True
test-1129	False	False
test-1130	True	False
test-1131	False	False
test-1132	True	False
test-1133	True	False
test-1134	True	True
test-1135	False	False
test-1136	False	False
test-1137	False	True
test-1138	False	False
test-1139	True	False
test-1140	False	False
test-1141	True	False
test-1142	False	True
test-1143	True	False
test-1144	False	True
test-1145	True	False
test-1146	False	False
test-1147	False	True
test-1148	False	False
test-1149	False	True
test-1150	False	True
test-1151	False	False
test-1152	True	True
test-1153	False	True
test-1154	False	True
test-1155	True	False
test-1156	True	False
test-1157	True	False
test-1158	True	True
test-1159	False	False
test-1160	True	False
test-1161	False	False
test-1162	True	True
test-1163	False	True
test-1164	True	False
test-1165	False	False
test-1166	False	True
test-1167	True	False
test-1168	True	False
test-1169	True	False
test-1170	True	False
test-1171	False	False
test-1172	False	False
test-1173	True	False
test-1174	True	False
test-1175	False	True
test-1176	False	True
test-1177	True	False
test-1178	True	False
test-1179	True	False
test-1180	False	True
test-1181	True	False
test-1182	True	False
test-1183	True	False
test-1184	True	False
test-1185	False	True
test-1186	False	False
test-1187	False	True
test-1188	False	True
test-1189	False	True
test-1190	True	False
test-1191	False	False
test-1192	False	False
test-1193	False	False
test-1194	True	False
test-1195	False	True
test-1196	False	True
test-1197	False	True
test-1198	False	True
test-1199	True	False
test-1200	True	False
test-1201	False	True
test-1202	False	False
test-1203	False	True
test-1204	True	False
test-1205	False	True
test-1206	True	False
test-1207	False	False
test-1208	False	True
test-1209	True	False
test-1210	False	False
test-1211	False	True
test-1212	True	False
test-1213	False	False
test-1214	True	False
test-1215	False	False
test-1216	False	True
test-1217	False	True
test-1218	False	True
test-1219	False	False
test-1220	True	False
test-1221	False	False
test-1222	False	True
test-1223	False	True
test-1224	True	False
test-1225	False	True
test-1226	False	False
test-1227	False	False
test-1228	True	False
test-1229	True	False
test-1230	False	False
test-1231	False	False
test-1232	False	True
test-1233	False	False
test-1234	False	False
test-1235	False	False
test-1236	False	True
test-1237	True	False
test-1238	True	False
test-1239	False	False
test-1240	True	False
test-1241	False	False
test-1242	False	True
test-1243	False	False
test-1244	False	True
test-1245	False	True
test-1246	False	True
test-1247	False	True
test-1248	True	True
test-1249	True	True
test-1250	False	False
test-1251	False	False
test-1252	False	False
test-1253	False	True
test-1254	False	False
test-1255	False	False
test-1256	False	True
test-1257	True	False
test-1258	True	False
test-1259	True	False
test-1260	False	True
test-1261	False	True
test-1262	True	True
test-1263	True	False
test-1264	True	False
test-1265	False	True
test-1266	True	False
test-1267	True	False
test-1268	False	False
test-1269	True	False
test-1270	False	False
test-1271	False	True
test-1272	False	False
test-1273	False	True
test-1274	False	True
test-1275	False	True
test-1276	False	True
test-1277	False	False
test-1278	False	True
test-1279	False	True
test-1280	True	False
test-1281	True	False
test-1282	True	False
test-1283	False	False
test-1284	True	False
test-1285	True	False
test-1286	True	False
test-1287	True	False
test-1288	False	True
test-1289	False	True
test-1290	False	False
test-1291	False	False
test-1292	True	False
test-1293	False	True
test-1294	False	False
test-1295	False	False
test-1296	True	False
test-1297	False	False
test-1298	False	True
test-1299	True	False
test-1300	False	True
test-1301	False	True
test-1302	False	False
test-1303	True	False
test-1304	False	True
test-1305	False	False
test-1306	True	False
test-1307	False	True
test-1308	True	False
test-1309	False	True
test-1310	False	True
test-1311	False	True
test-1312	False	True
test-1313	True	False
test-1314	False	True
test-1315	False	False
test-1316	True	False
test-1317	False	True
test-1318	True	False
test-1319	False	False
test-1320	True	False
test-1321	True	False
test-1322	True	False
test-1323	False	False
test-1324	False	True
test-1325	False	False
test-1326	False	True
test-1327	False	True
test-1328	False	True
test-1329	True	False
test-1330	False	False
test-1331	True	False
test-1332	False	False
test-1333	False	True
test-1334	True	False
test-1335	False	True
test-1336	True	False
test-1337	True	True
test-1338	False	False
test-1339	False	False
test-1340	True	False
test-1341	False	True
test-1342	False	True
test-1343	True	False
test-1344	False	True
test-1345	False	False
test-1346	True	False
test-1347	True	False
test-1348	False	True
test-1349	True	False
test-1350	True	False
test-1351	True	False
test-1352	False	True
test-1353	True	False
test-1354	False	True
test-1355	False	False
test-1356	True	False
test-1357	True	False
test-1358	True	False
test-1359	False	False
test-1360	False	True
test-1361	False	False
test-1362	False	True
test-1363	False	False
test-1364	False	True
test-1365	True	False
test-1366	False	True
test-1367	False	False
test-1368	False	True
test-1369	True	False
test-1370	True	False
test-1371	False	True
test-1372	True	False
test-1373	True	False
test-1374	True	False
test-1375	False	False
test-1376	False	True
test-1377	True	False
test-1378	True	False
test-1379	False	True
test-1380	True	False
test-1381	True	False
test-1382	False	True
test-1383	True	True
test-1384	True	True
test-1385	False	False
test-1386	True	False
test-1387	True	False
test-1388	False	False
test-1389	True	False
test-1390	False	True
test-1391	True	False
test-1392	False	True
test-1393	False	True
test-1394	True	False
test-1395	False	False
test-1396	True	False
test-1397	False	True
test-1398	True	False
test-1399	False	True
test-1400	True	False
test-1401	False	True
test-1402	False	True
test-1403	False	True
test-1404	False	False
test-1405	False	False
test-1406	False	True
test-1407	False	True
test-1408	False	True
test-1409	True	False
test-1410	False	False
test-1411	False	False
test-1412	False	True
test-1413	False	False
test-1414	False	True
test-1415	False	True
test-1416	True	False
test-1417	False	True
test-1418	False	True
test-1419	True	False
test-1420	False	True
test-1421	True	True
test-1422	False	True
test-1423	False	True
test-1424	True	False
test-1425	False	True
test-1426	False	False
test-1427	False	True
test-1428	True	False
test-1429	False	False
test-1430	False	False
test-1431	True	True
test-1432	True	False
test-1433	True	False
test-1434	True	False
test-1435	True	False
test-1436	False	False
test-1437	False	True
test-1438	False	True
test-1439	False	False
test-1440	False	True
test-1441	False	True
test-1442	False	False
test-1443	False	False
test-1444	False	True
test-1445	False	True
test-1446	False	True
test-1447	True	False
test-1448	True	False
test-1449	True	False
test-1450	False	True
test-1451	True	False
test-1452	False	True
test-1453	False	True
test-1454	False	True
test-1455	True	False
test-1456	True	True
test-1457	False	True
test-1458	False	True
test-1459	True	False
test-1460	True	False
test-1461	False	True
test-1462	True	False
test-1463	False	True
test-1464	True	False
test-1465	True	False
test-1466	False	True
test-1467	False	True
test-1468	True	False
test-1469	True	True
test-1470	False	True
test-1471	True	False
test-1472	False	True
test-1473	True	False
test-1474	True	True
test-1475	True	False
test-1476	False	True
test-1477	False	True
test-1478	False	False
test-1479	True	False
test-1480	True	False
test-1481	False	True
test-1482	False	True
test-1483	False	False
test-1484	False	True
test-1485	False	False
test-1486	False	False
test-1487	True	True
test-1488	False	True
test-1489	True	False
test-1490	False	True
test-1491	True	False
test-1492	False	True
test-1493	False	False
test-1494	False	True
test-1495	False	False
test-1496	False	False
test-1497	True	False
test-1498	True	True
test-1499	False	False
test-1500	True	False
test-1501	True	False
test-1502	False	False
test-1503	False	True
test-1504	True	False
test-1505	True	False
test-1506	True	False
test-1507	True	False
test-1508	False	True
test-1509	True	False
test-1510	True	False
test-1511	True	True
test-1512	False	True
test-1513	False	False
test-1514	True	False
test-1515	True	True
test-1516	False	True
test-1517	False	False
test-1518	True	False
test-1519	False	True
test-1520	True	False
test-1521	True	False
test-1522	False	False
test-1523	True	True
test-1524	True	True
test-1525	True	False
test-1526	False	False
test-1527	False	False
test-1528	False	False
test-1529	True	False
test-1530	True	False
test-1531	False	False
test-1532	True	False
test-1533	True	False
test-1534	True	True
test-1535	False	True
test-1536	False	True
test-1537	True	False
test-1538	True	False
test-1539	True	False
test-1540	True	False
test-1541	True	False
test-1542	False	True
test-1543	True	False
test-1544	False	True
test-1545	True	False
test-1546	False	True
test-1547	True	False
test-1548	False	True
test-1549	True	False
test-1550	False	True
test-1551	True	False
test-1552	True	False
test-1553	False	True
test-1554	False	True
test-1555	True	False
test-1556	False	True
test-1557	False	True
test-1558	True	False
test-1559	False	True
test-1560	True	False
test-1561	True	False
test-1562	True	True
test-1563	True	True
test-1564	False	False
test-1565	False	False
test-1566	False	False
test-1567	True	False
test-1568	False	True
test-1569	False	True
test-1570	True	False
test-1571	False	False
test-1572	True	False
test-1573	True	False
test-1574	False	True
test-1575	True	False
test-1576	False	True
test-1577	True	True
test-1578	True	False
test-1579	True	False
test-1580	True	False
test-1581	True	False
test-1582	False	True
test-1583	False	False
test-1584	False	True
test-1585	False	False
test-1586	True	False
test-1587	True	False
test-1588	True	False
test-1589	True	False
test-1590	False	True
test-1591	True	False
test-1592	True	True
test-1593	False	True
test-1594	True	False
test-1595	False	True
test-1596	False	True
test-1597	False	False
test-1598	True	False
test-1599	True	False
test-1600	False	False
test-1601	False	False
test-1602	True	False
test-1603	False	False
test-1604	True	True
test-1605	False	True
test-1606	False	False
test-1607	False	True
test-1608	False	True
test-1609	False	True
test-1610	False	False
test-1611	False	True
test-1612	False	True
test-1613	False	True
test-1614	True	False
test-1615	True	False
test-1616	True	False
test-1617	True	False
test-1618	False	True
test-1619	False	True
test-1620	True	False
test-1621	True	False
test-1622	True	False
test-1623	False	True
test-1624	True	False
test-1625	True	False
test-1626	True	False
test-1627	False	True
test-1628	False	True
test-1629	True	False
test-1630	False	True
test-1631	True	False
test-1632	True	False
test-1633	True	False
test-1634	True	False
test-1635	True	False
test-1636	False	False
test-1637	False	True
test-1638	False	True
test-1639	True	False
test-1640	False	True
test-1641	True	False
test-1642	True	True
test-1643	True	False
test-1644	True	False
test-1645	True	False
test-1646	False	False
test-1647	True	False
test-1648	False	False
test-1649	False	False
test-1650	True	False
test-1651	False	True
test-1652	True	False
test-1653	False	False
test-1654	False	True
test-1655	True	True
test-1656	False	True
test-1657	False	False
test-1658	False	True
test-1659	True	False
test-1660	True	False
test-1661	False	True
test-1662	True	False
test-1663	False	False
